suite,task,episode,annotator,convention,status,path,n_frames,fps,n_seg,pattern,source_archive,orig_filename,sha256
libero_10,put_both_moka_pots_on_the_stove,5d7132c78a67ed929ecc59f056cab736,Human2,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/5d7132c78a67ed929ecc59f056cab736/5d7132c78a67ed929ecc59f056cab736_subtask_Human2.json,421,10.0,4,Reach|Place|Grasp|Place,l24_human2_0912.tar.gz,5d7132c78a67ed929ecc59f056cab736_subtask_Human2.json,4ea2aa76b252838aa584cc11f289180b49cfed8dff1f97c698ec51f72b591af9
libero_10,put_both_moka_pots_on_the_stove,5d7132c78a67ed929ecc59f056cab736,Human3,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/5d7132c78a67ed929ecc59f056cab736/5d7132c78a67ed929ecc59f056cab736_subtask_Human3.json,421,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,5d7132c78a67ed929ecc59f056cab736_subtask_Human3.json,f8386011b6419ee5039b230f3cb23016d900261afdf540f4aa3d48caa746cff6
libero_10,put_both_moka_pots_on_the_stove,a9505794aa85e2197370123986f5bd02,Human1,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/a9505794aa85e2197370123986f5bd02/a9505794aa85e2197370123986f5bd02_subtask_Human1.json,505,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,a9505794aa85e2197370123986f5bd02_subtask_Human1.json,a60f4933ec82f994d980114db8154c7d471424a65a5c9cdf913ff28a05d411e5
libero_10,put_both_moka_pots_on_the_stove,a9505794aa85e2197370123986f5bd02,Human2,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/a9505794aa85e2197370123986f5bd02/a9505794aa85e2197370123986f5bd02_subtask_Human2.json,505,10.0,4,Reach|Place|Grasp|Place,l24_human2_0912.tar.gz,a9505794aa85e2197370123986f5bd02_subtask_Human2.json,b445c93e05001d8269ca06cbdc64acf47252d949637588c1534fe07c0fb352d6
libero_10,put_both_moka_pots_on_the_stove,a9505794aa85e2197370123986f5bd02,Human3,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/a9505794aa85e2197370123986f5bd02/a9505794aa85e2197370123986f5bd02_subtask_Human3.json,505,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,a9505794aa85e2197370123986f5bd02_subtask_Human3.json,c69bd3c9e8a9bd13059f8c1bdf2dc9214bdfb52ce3140e10873483e50213689b
libero_10,put_both_moka_pots_on_the_stove,afccc4bbe99cf0ce6bcfffa17735a700,Human1,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/afccc4bbe99cf0ce6bcfffa17735a700/afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human1.json,368,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human1.json,a141b0e444c18f71d429abcbba3caec4764b8540134864e371bd8e7daa1f009d
libero_10,put_both_moka_pots_on_the_stove,afccc4bbe99cf0ce6bcfffa17735a700,Human2,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/afccc4bbe99cf0ce6bcfffa17735a700/afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human2.json,368,10.0,4,Reach|Place|Grasp|Place,l24_human2_0912.tar.gz,afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human2.json,ed8c080e116d6b48f39a9eb4b4e1a1a0d92e1442d6dd0376ae0be12e7c6693bc
libero_10,put_both_moka_pots_on_the_stove,afccc4bbe99cf0ce6bcfffa17735a700,Human3,absorb,ok,annotations/libero_10/put_both_moka_pots_on_the_stove/afccc4bbe99cf0ce6bcfffa17735a700/afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human3.json,368,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,afccc4bbe99cf0ce6bcfffa17735a700_subtask_Human3.json,61a1aee6340da4aece7f736b6b4661d5eb00452ea5ae5d296fe7cb6177619589
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,748384ed64efa65bd3c4a072ffe0b2d5,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/748384ed64efa65bd3c4a072ffe0b2d5/748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human1.json,250,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human1.json,acd6b20932bfd44ab73afa5c2f9475179f6c5056b72c1bcb2dcbe80f2dfb8844
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,748384ed64efa65bd3c4a072ffe0b2d5,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/748384ed64efa65bd3c4a072ffe0b2d5/748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human2.json,250,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human2.json,0e4f00cd991988125dcf70678d21f1bbb772b1ceec2133c9bd48ee9227e9ca9a
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,748384ed64efa65bd3c4a072ffe0b2d5,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/748384ed64efa65bd3c4a072ffe0b2d5/748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human3.json,250,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,748384ed64efa65bd3c4a072ffe0b2d5_subtask_Human3.json,ccc29bf0c89cc73e6a0c0c35ce074e883f41aaccc662a88614050ae2904d9ee5
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,84f9729710d633c3f435da396b3e938e,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/84f9729710d633c3f435da396b3e938e/84f9729710d633c3f435da396b3e938e_subtask_Human1.json,248,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,84f9729710d633c3f435da396b3e938e_subtask_Human1.json,d799d838a69c00593bff4df132af8575b5d553f112c7ecbe313e0ade30d25cb8
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,84f9729710d633c3f435da396b3e938e,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/84f9729710d633c3f435da396b3e938e/84f9729710d633c3f435da396b3e938e_subtask_Human2.json,248,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,84f9729710d633c3f435da396b3e938e_subtask_Human2.json,c862fa78ade4f0820dba811d74e83b3d7cc9119ff15c24ce55ce21999ea4e1ef
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,84f9729710d633c3f435da396b3e938e,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/84f9729710d633c3f435da396b3e938e/84f9729710d633c3f435da396b3e938e_subtask_Human3.json,248,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,84f9729710d633c3f435da396b3e938e_subtask_Human3.json,a7e396f13bd48219706dc50e43d8ad3bf207cfe78e56dc49546eb9aa4dfc773b
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,bbebd18b9bfdc8ac48042088105ded77,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/bbebd18b9bfdc8ac48042088105ded77/bbebd18b9bfdc8ac48042088105ded77_subtask_Human1.json,236,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,bbebd18b9bfdc8ac48042088105ded77_subtask_Human1.json,be48af0417aa8a411328ee7a085d8be1af1d1cd43342737c5d3876b05e85534c
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,bbebd18b9bfdc8ac48042088105ded77,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/bbebd18b9bfdc8ac48042088105ded77/bbebd18b9bfdc8ac48042088105ded77_subtask_Human2.json,236,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,bbebd18b9bfdc8ac48042088105ded77_subtask_Human2.json,dec8eda2fde815f5a06ec7c079c8bfe1360b5ad3bb64110faba894539fd31181
libero_10,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,bbebd18b9bfdc8ac48042088105ded77,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/bbebd18b9bfdc8ac48042088105ded77/bbebd18b9bfdc8ac48042088105ded77_subtask_Human3.json,236,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,bbebd18b9bfdc8ac48042088105ded77_subtask_Human3.json,df95d4429e463e63a12654c2fcce87804ccae4ae0ae98da7077440790856b48a
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,82e8a1bd859eaa5de6aa53a806134e6c,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/82e8a1bd859eaa5de6aa53a806134e6c/82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human1.json,367,10.0,7,Grasp|Place|Grasp|Move|Grasp|Place|Move,libero_object_10_Human3 folder,82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human1.json,dce10ce5649c9f787bd2c26e9782d96cdd983252e0aaf7379a557cfef16edf8d
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,82e8a1bd859eaa5de6aa53a806134e6c,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/82e8a1bd859eaa5de6aa53a806134e6c/82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human2.json,367,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human2.json,581488dd0f50acf58adfbc5584469a16c8c7fccde6724bd1f3f1587ddf14e744
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,82e8a1bd859eaa5de6aa53a806134e6c,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/82e8a1bd859eaa5de6aa53a806134e6c/82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human3.json,367,10.0,5,Pick|Put|Pick|Pick|Put,l24_human3_0912.tar.gz,82e8a1bd859eaa5de6aa53a806134e6c_subtask_Human3.json,98dac2a676a582509b4b2e65a1038a3b65a446201e034f9a4ed1a2dd1a8bb4a8
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8ddfc8e9b3e03cc579138c79ba114c02,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/8ddfc8e9b3e03cc579138c79ba114c02/8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human1.json,250,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human1.json,57e29cd8e9e02f9a84d1d46a2335b2f62d358ef0302109fd0d9e820d302244ee
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8ddfc8e9b3e03cc579138c79ba114c02,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/8ddfc8e9b3e03cc579138c79ba114c02/8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human2.json,250,10.0,6,Grasp|Reach|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human2.json,e1fc18cb1483b9bfafc02a96402ac3d3da4cfddac58736965b203adff7d82511
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8ddfc8e9b3e03cc579138c79ba114c02,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/8ddfc8e9b3e03cc579138c79ba114c02/8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human3.json,250,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,8ddfc8e9b3e03cc579138c79ba114c02_subtask_Human3.json,7c20bdc6a7d2ec5c962f3ad3bf58cefd48d63ca843546c842b14d30a501bfaa6
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,f6f8bcb0f80de4af902ae583b885e9e5,Human1,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/f6f8bcb0f80de4af902ae583b885e9e5/f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human1.json,300,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human1.json,3b8b63ee2cded6963b9c51f571a09ec17c5085f74af6aed99f7ff966867fa5ff
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,f6f8bcb0f80de4af902ae583b885e9e5,Human2,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/f6f8bcb0f80de4af902ae583b885e9e5/f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human2.json,300,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human2.json,fb263d8e3046898f7ebddd86dbf7827a2ee52ccb9fb0e745286de5d6d99b70f1
libero_10,put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,f6f8bcb0f80de4af902ae583b885e9e5,Human3,absorb,ok,annotations/libero_10/put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket/f6f8bcb0f80de4af902ae583b885e9e5/f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human3.json,300,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,f6f8bcb0f80de4af902ae583b885e9e5_subtask_Human3.json,8bfbf2e6e104bba839024e3761b759ae33f7acac878935d3987185648c8d6c78
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2ca7211c7f079a6750ed25664f169661,Human1,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/2ca7211c7f079a6750ed25664f169661/2ca7211c7f079a6750ed25664f169661_subtask_Human1.json,246,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,2ca7211c7f079a6750ed25664f169661_subtask_Human1.json,9a42df53098d56b3e15b19988e539b3f4eeb31f5e194aa0442a64b49fc7a7f93
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2ca7211c7f079a6750ed25664f169661,Human2,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/2ca7211c7f079a6750ed25664f169661/2ca7211c7f079a6750ed25664f169661_subtask_Human2.json,246,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,2ca7211c7f079a6750ed25664f169661_subtask_Human2.json,88ce153c93eff1f2d15b69613d7483b5871affb16cb3b694c83f1b51ad943714
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2ca7211c7f079a6750ed25664f169661,Human3,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/2ca7211c7f079a6750ed25664f169661/2ca7211c7f079a6750ed25664f169661_subtask_Human3.json,246,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,2ca7211c7f079a6750ed25664f169661_subtask_Human3.json,b4eebcfc3250fd9926a2c6714c1ec236a7981d5cae312ee2c214832fe814ddb2
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,a1b570559c1744f2063d908cac1c5e36,Human1,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/a1b570559c1744f2063d908cac1c5e36/a1b570559c1744f2063d908cac1c5e36_subtask_Human1.json,241,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,a1b570559c1744f2063d908cac1c5e36_subtask_Human1.json,23dbbf8413b0c65fb9209ab541391b374498e8aa4033c32776ab4df7ccbc9e38
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,a1b570559c1744f2063d908cac1c5e36,Human2,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/a1b570559c1744f2063d908cac1c5e36/a1b570559c1744f2063d908cac1c5e36_subtask_Human2.json,241,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,a1b570559c1744f2063d908cac1c5e36_subtask_Human2.json,64751d243ee3e15c990421f4719fe7748faac31d4de8dc515faf914ee85d5c4e
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,a1b570559c1744f2063d908cac1c5e36,Human3,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/a1b570559c1744f2063d908cac1c5e36/a1b570559c1744f2063d908cac1c5e36_subtask_Human3.json,241,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,a1b570559c1744f2063d908cac1c5e36_subtask_Human3.json,ebb70e695e2efc4f5ef909d3cc97ef2765bdc5da9f940a9fd08d4822f6c93824
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c14caa9b24a6584fa6817f4ec7566048,Human1,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/c14caa9b24a6584fa6817f4ec7566048/c14caa9b24a6584fa6817f4ec7566048_subtask_Human1.json,322,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,c14caa9b24a6584fa6817f4ec7566048_subtask_Human1.json,f6428fef488cd0ccd99c301e516e95e408ad7558bd85b17f46d2f28c4c7a20dc
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c14caa9b24a6584fa6817f4ec7566048,Human2,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/c14caa9b24a6584fa6817f4ec7566048/c14caa9b24a6584fa6817f4ec7566048_subtask_Human2.json,322,10.0,6,Grasp|Move|Release|Grasp|Move|Release,l24_human2_0912.tar.gz,c14caa9b24a6584fa6817f4ec7566048_subtask_Human2.json,ccc6382f1c291c36f0d6b9422d8f5da3c03a4ec83a03576e8bf4a69276ceabaa
libero_10,put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c14caa9b24a6584fa6817f4ec7566048,Human3,absorb,ok,annotations/libero_10/put_both_the_cream_cheese_box_and_the_butter_in_the_basket/c14caa9b24a6584fa6817f4ec7566048/c14caa9b24a6584fa6817f4ec7566048_subtask_Human3.json,322,10.0,4,Pick|Put|Pick|Put,l24_human3_0912.tar.gz,c14caa9b24a6584fa6817f4ec7566048_subtask_Human3.json,35a20b9fcc1b1d26a73d25e745a3bcf960f861071ef6d3e8fad7e931f35f2386
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,37aa249ed509d305d68675112d553afc,Human1,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/37aa249ed509d305d68675112d553afc/37aa249ed509d305d68675112d553afc_subtask_Human1.json,229,10.0,4,Grasp|Place|Move|Push,libero_object_10_Human3 folder,37aa249ed509d305d68675112d553afc_subtask_Human1.json,9e33473eac4058389245966f9b278db63bd8152af0b5b83157e9fbd97ec3592f
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,37aa249ed509d305d68675112d553afc,Human2,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/37aa249ed509d305d68675112d553afc/37aa249ed509d305d68675112d553afc_subtask_Human2.json,229,10.0,3,Grasp|Place|Close,l24_human2_0912.tar.gz,37aa249ed509d305d68675112d553afc_subtask_Human2.json,c6bfca04ef3c94558340271fb1ca2d7c0ca610922305d96555cc9db86c26d62b
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,37aa249ed509d305d68675112d553afc,Human3,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/37aa249ed509d305d68675112d553afc/37aa249ed509d305d68675112d553afc_subtask_Human3.json,229,10.0,3,Pick|Place|Move,l24_human3_0912.tar.gz,37aa249ed509d305d68675112d553afc_subtask_Human3.json,436127af2d0c01412c2f04aa89ad6a808c7025a10941bc25f21e6715b89bb1e3
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,b29cd44d27c3688eda05f870ad2834e9,Human1,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/b29cd44d27c3688eda05f870ad2834e9/b29cd44d27c3688eda05f870ad2834e9_subtask_Human1.json,229,10.0,4,Grasp|Place|Move|Push,libero_object_10_Human3 folder,b29cd44d27c3688eda05f870ad2834e9_subtask_Human1.json,dd474675d69d49451aefd5b1118a3c658e95de7f77d4f2e429a563e3d3900479
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,b29cd44d27c3688eda05f870ad2834e9,Human2,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/b29cd44d27c3688eda05f870ad2834e9/b29cd44d27c3688eda05f870ad2834e9_subtask_Human2.json,229,10.0,3,Grasp|Place|Close,l24_human2_0912.tar.gz,b29cd44d27c3688eda05f870ad2834e9_subtask_Human2.json,1900763119a4922d2bfb6420b55de3e0aa8165e01b215a4be4c8616c5d80a348
